review,sentiment,score
"Die Stanley Thermo-Flasche Hall Mich Wirklich Überzeugt und Hält, Was Sie Verspricht.Die IsoLierung Ist Hermanragend - Heiße Getränke Bleiben Über Viele Stunden Warm, und Auch kalte getränke halten ihren Temperatur Erstaunlich Lange.Perfekt Für Outdoor-Abnteuer, Arbeitstage Oder Lange Autofahrtten.die verarbeitung ist Absolut Hochwertig und Robust.Das Material Fühlt Sich Langlebig An, Und Die Flasche Macht from Eindruck, Dass Sie Einiges Aushält.Besonders gefällt mir der klassische, zeitlose look, der ibindwie nie aus der mode kommt.Der Verschlust Dicht, Sodass Nichts Ausläuft, und deckel lässt als Trinkbecher Verwenden Das Liegt An Der Der SolidenVerrarbeitung und STER Mich Nicht Allzu Sehr.FAZİTSie ist zwar nicht die golsteigste, abinitiv ihren preis wert!
More information",negative,-0.902
"Okay, So I'd Seen All the Hype About the Stanley Cups, See The Yoga Girlies on the Tok Flounking AROUND MOUNDLES THESE THEY A STATUS SymbolRocked up with one of every OWN and ROLLED MY EYES.Nothing Wrong With My Sainsburys £ 8.99 bottle, thank you!Or my home bargains £ 3.99 bottle, Or the one I Got Free I Changed Energy Provides Or the one with all the crystals in.Yep, of Course ı Had a Cupboard Full of Bottles.WHY?Because that one leaked, this one held a decent but wouldnn'T fit in the car console, or my bag, that one had a broken strap, this one had a weird smell no matter how many times I WASHED IT, and THAT ONEI Cultn'tn't Wash Properly at All Because The Handle Was Part of the Bottle and it was reality hard to Clean, this one Was Har Open and Had a Straw That Mal Eyeballs Fall Out Trying to SUKI RELUCTANTLY Tried Hers.Oh wow, it felt really Sturdy, The Handle is Very ... Handle-Erse, The Straw Was a Delight to Drink Through, Nice and Wide and Easy.Bezos, Take My Money!Its easy to clean beacause you can get you?Dinks in it.the Best Thing About it is ı Can Fill it up, Throw Some Ice Cubes in, Go to Bed, and Who I Wake Up in the Water Water.I STRUGGLE TO DRINK A LOT OF WATER AND BOTHERS PUT ME OFFAUSE HALFWAY THOUGH THE WATER WOULD BE ROOM TEMPERATURE.NOTE So with the Stanley!ICY COLD ALL DAY, EVEN WHEN LEFT IN THE CAR ON A BOILING HONESTLY, it is quite simply one of the bests I've Ever Bought and I Have Raved About Them To Listen.Yes, it's expnsive, think About all Money I've Spent on Bottures, Trying to Find One I Liked, Thes More Cost Effect Die to the Quality.Now My Daughter and My Last Have The latestLove Themoh, and it Makes A Satisfying Bong Noise Who You Accidentallly Bang It On Something.Always a Win
More information",positive,0.9827
"Ho Recemente Acquistato la Borraccia Stanley e Sono Rimasto Davvero Colpito.La Sua Capacità di 900 ml è perfetta, io la uso principalmente a lavoro.La Stuttura in Acciio Inox è Robusta e Resistente, Mantenendo Le Bevande Fredde A Lungo.un Aspetto Che Ho Passa InossServato, Con Dagga, Perfetto Perfetto Per CHi But Distinguue.La Maniglia La Rende Comoda de Tenere in Mano, E il Tappo a Rehearsal Di Perdy
More information",neutral,0.0
"It is very high quality and does not smell at all.
More information",neutral,0.0
"The same product in the visual came, a quality product
More information",neutral,0.0
"I like it very much, I have been using it for a long time
More information",positive,0.3612
"Fast delivery
More information",neutral,0.0
"The product is very robust and practical and useful.THANKS
More information",positive,0.4005
"Beautiful
More information",positive,0.5994
"Although the product is very durable, light and soft.Mischievous, lifting and throwing it on the ground, even the basket pot is targeted.We did not come across negativity.We have not yet received negative feedback from the neighboring neighboring neighborhood.
More information",positive,0.4585
"After the product is inflated, it goes down to itself. It is also possible to find more affordable prices.
More information",neutral,0.0
"The retention places are sponge, the hand does not hurt.The packaging was nice.Product price performance does not slip on the carpet.I'm satisfied.
More information",positive,0.7184
"Very convenient use to clean easily I do exercises easily on the successful product
More information",positive,0.8834
"285TL Shipping fee is available for matin refund sold for 300 TL.The quality of the product is not good.Do not throw your money cope, instead prefer better quality mats.It is sad that such work is being done on a reliable platform like Amazon.
More information",positive,0.4588
"One of the best products I use is very enjoyable to use, I liked the thickness of the thickness.
More information",positive,0.8805
"The product came as the same as the visual.Good thing I ordered it was very interested in the seller
More information",positive,0.4576
"The product material wasn't what I expected.They have more beautiful for a much more affordable price.
More information",positive,0.6361
"F/P product
More information",neutral,0.0
"It works, but I don't like the quality of the product, I don't recommend it.
More information",negative,-0.652
"I like it nicely
More information",positive,0.6597
"Plastic of weights etc. is very high quality.The slightest roughness, protrusion, etc.The bar was not plastic, but iron.The most logical set in terms of price/performance in Pisyas.I recommend.
More information",positive,0.5023
"I ordered Saturday evening on Monday noon.The product came completely well packaged.
More information",positive,0.3384
"It is not bad in terms of quality, but they also need to send something to remove the apparatus that connects the two bars.You have combined the two bars, but when you want to remove it, it stays at the end of the other bar because there is no apparatus to remove it from it and it is imbalanced in one side for doing weight.
More information",neutral,-0.1091
"If you are amateur like me, it is quite enough, easy to use.
More information",positive,0.6887
"The product has reached my hand, I have no problems with bars and weights.However, there is no such thing as in the photo.The bar is long and unstable with weights for dumbbell.They said weightlifting set and dumbbell set in the title.
More information",negative,-0.7003
"Thanks to the firmly packaged, the product came to our immaculate solid.I like it very well, I like it very much, I think friends can order with confidence.
More information",positive,0.9428
"I haven't tried it on very good bars for this price, but it stands well
More information",positive,0.5785
"One of the bars came up to trapezoid. So I was in the return tab of 2 bar unit.
More information",neutral,0.0
"Obviously, I was between 1.2 and 1.5 liter models.I am a person who does the sport for a long time (around 1.5-2 hours at one time) and I use it in the gym.I drink a lot of water.This product was ideal.Suphelenmjstjm is an ideal product for me.If it is full to the mouth when lifting the matayi to drink water, it may be necessary to give support by other hand.A little heavy in the bag, but after the weight decreases, the use of ideals after the weight is moderate and towards the end.Knit apricot is very beautiful, signature is an essential apparatus vr handy.I liked it well made and durable.This is also suitable for the military style.The sloping cover is very good.It is more durable, despite the directly upright alternatives.Magnetic holding water does not hit your face while drinking water.Plastic/silicone mixture.I don't know if it could be nice if it could be beautiful if it would be full of stainless steel.The steel is quite high quality and the water filled with water is to fill it quite wide.I don't know the thermal protection and odor factors exactly because I usually use between warm cold and I didn't expect water for a long time and started to use it after an average of 30 minutes after filling.The paint is very high quality and can be said to be called Mercedes Vehicle paints.
More information",positive,0.9838
"It gives you a quality feeling when you get the product.Not like the thermos.He was taken to use it at school for my daughter.When you fill the water, you place the translation cover.When you drink, you turn the little cover.Small cover is also magnetic.
More information",positive,0.4588
"Just like described.Worth every penny.I washed it thoroughly once, no smell.I immediately started using it.The material quality is fine.I liked the color.
More information",positive,0.4256
"Sealing is good, while using the magnet on the cover while using it, it provides a comfortable use, a price /performance satisfactory product in general
More information",positive,0.8271
"First of all, the body material is very robust.The lid and cover screw are the same, resistant to impact.You turn it by turning the small lid to drink.When the lid is opened, thanks to the magnet inside, it clings to the handle and so that the lid does not fall back to your nose while drinking water.I think this is a very useful feature. I bought this flask for my son who went to school, we use it every day.It was washed in the evening and fill the next morning.Although we use it without interruption, there was no smell.The colors are compatible with the school bag, so we preferred it, in summary we are very pleased.
More information",positive,0.8315
"I have been using heat protection, use and size (I bought 1LT) and the quality price is fine compared to the price.I bought his white, he would turn it over time, but it doesn't affect me much.
More information",neutral,0.1027
"I wanted to comment as soon as it comes without using it, it looks like a very solid quality product.It was also delivered 10 days before the specified date.Thanks to Amazona.
More information",positive,0.5256
"Very good product I recommend it to everyone.
More information",positive,0.7146
"This bottle not only does what it says, it's Also Handy and Dare I say ""Fun"" to use.It has made Made Staying Hydrated A Lot More Fun and Practical Than It Was in the Past.I'll Probably Purchase a Smaller One to Use at the gym as well.
More information",positive,0.6901
"Compre Esta Botella de Agua Para El Crio Y El Colegio, Aguanta Bien Los Golpes Aunque Se Abolla Claro Esta Pero Es Muy Resistente✅ Diseño Moderno Y Funcional: La Tapa Magnética Es Una Característica Geni, or Que Sea Sea Sea Ajusta FácilmancePierda that queue en Lugagres Incómodos.Además, El Diseño de Acero Inoxidable Es Resistente Y Elegante.🧲💎✅ Mantiene la Temperatura: Gracias a Su Tecnología de Aislamiento, El Agua Se Mantiene Fría Durante Horas.¡He Probado Mantenerla Fría Todo's Día Y Aguanta Is Bien!Most Calor No lo he probato 🧊🥶✅ Material Segguro: La Botella Está Hecha Con Acero inoxidable Sin BPA✅ Fácil de Limpiar: La Botella Es Fácil de Limpiar y No Retiene Olores, Algo Que Siempre Busco Enuna Botella Reutilizable.🧼✨❌ Peso: Aunque es Ligiera Para Tamaño, El Acero inoxidable Pue Hacer Que Sea Un Poco Pesada Si Llev Llevas En Bolso Pequeño.⚖️😅Para los niños.¡Totalmente Recommendada!🌟💪⭐⭐⭐⭐⭐
More information",negative,-0.8217
"Gran Capacidad Y Buena Estética
More information",neutral,0.0
"Wer auf der suche nach einer hochwertigen trinkflasche ist, dem kann ich diese hier nur empfehlen.So eine Riesige Flasche Habe ich nie geshen, und Mein Freund Hall Sich Sehr Über Sie gefreut.Auch Die IsoLierung Ist Sehr Gut, und Das Wasser Bleibt Ganzen Tag Schön Kalt.
More information",negative,-0.5994
"La Gourde isotherme fjbottle avec couvercle magnétique est un excellent choix pour ceux qui recherchent UNE Solotion Durable ET PATİQUE Pour Pour Hydraté.Sa capacité de 1L est idéale pour unne utilisation quotidienne, Que ce soy au travail, most voyage ou pour les activités sportives.elle MAİNİSTİST LES BOissons Chaudes Chaudes Chaudes Chaudes Ou Froides Pendages Heures, Ce Qui Estfait PourLe couvercle magnétique est un Vrai Plus: Pratique, Province Reste Bien enmet Et Permet Utilisation Facile à Une Main.Le Design Moderne et la Qualité des Matériaux Renforcent L'Ampression de Solidité et Fiabilité.c'est Une Gourde élégante, Robuste et Bien Pensée, Parfaite Pour Ceux Qui Privilégient à La Fois Style et FonCtionnalité.Je Recommande Sans Hésitation!
More information",positive,0.6114
"This comfort at this price is wonderful
More information",positive,0.7351
"Easy to wear a very stylish and comfortable shoe
More information",positive,0.7553
"Very good
More information",positive,0.4927
"I was using a different model.A brand I like.The shoes are very comfortable in daily use and walks.
More information",positive,0.5563
,neutral,0.0
,neutral,0.0
"Yes, unfortunately it is wide.There is such a problem in UA .. I had a different number problem in every model.I got the end of 2023 waterproof UA Storm.I wear 42 in other brands, I bought 43 in Storm.I bought a different model about 4 months ago, I returned the number 43 narrow, I got the number 43 of this model 3 months ago, I gave my son.It is really like a joke .. And what kind of a place do you store these UA boxes, is there a quarry on the side, there was a thick layer of dust on the 5 UA shoe box I have bought so far.It should not be too difficult to delete the box without putting it in the Amazon parcel. Amazon does not suit the quality of this situation and the employee does not do his job loving and shows that he does not care about customer satisfaction.
More information",positive,0.8675
"A great shoe that gives the feeling that it is not very comfortable
More information",positive,0.3982
"These shoes are notes.They didn't provide good support for my plantar-face.
More information",negative,-0.5667
"Los Zapatos Tuve Que Pedirlos Una Talla Más Grande Porque No Estaba Mi Talla Disponible, Sin Embargo Esto No Es.No Solo Fueran Cómodos Sino Queran Soporte Sufitiente Para Las Jornadas de Caminasi Most Diferreses Climas Y Que a Water Mectiles No Se Vieran Tan Deportivos.SuPER Recomndandos.Me Encient.
More information",negative,-0.8481
,neutral,0.0
"Have these in the Blues and Blacks and May Buy a Third.Very Comfortable and High Value at This Price.Love them!
More information",positive,0.7177
"Sehr Fein ist er zu Tragen Hatte Fuss Problem und Wollte Bisschen Draußen Walken Sehr Guter Schuh
More information",negative,-0.4019
"The product performance is good.It allows for a long time to flash.
More information",neutral,0.0
"Do not deal with the apprentice with it with work.Take it from this and clean your fire in a clean way
More information",positive,0.4588
"Something awesome.Stove, fireplace, barbecue, burn in 2 seconds, forget.a little expensive but it's worth it
More information",positive,0.3291
"Beautiful product.
More information",positive,0.5994
"It is very easy to burn fire than the apprentice better
More information",positive,0.5709
"Successful great convenience
More information",positive,0.836
"No on it.Very successful.
More information",positive,0.3818
"It works great, it ignites the coals because it burns for a long time.
More information",positive,0.6249
"You can get your full number.It is very nice in general.
More information",positive,0.4754
"Great perfect
More information",positive,0.8316
"Comfortable handy but as if it shows your feet big
More information",neutral,0.2846
"Very good disgrace
More information",neutral,-0.0735
"I bought the product in 2023, I waited in the closet, I used a month, the fabric in the place of the left shoe corresponding to the pinky finger was torn, I sent it to Amazon to examine, they said the user error.I never wear my shoes for 2 days in a row, we don't wear sneakers in rainy weather.There is no deformation in the shoe except the place that is torn, no blow.Left shoes are torn and the user error.Easy to call the user error.I certainly do not recommend, they do not stand behind the product.They even wash the obvious production error on the user.
More information",negative,-0.8559
"This product is not involved
More information",neutral,0.0
"My feet 42 looks like 44. I used it times.Very comfortable, the colors are extremely vivid.He says I'm here.But as I said, it looks big standing.I could not return it because the return process was passed.Let's see it stands just
More information",positive,0.7003
"I think it is a shoe that you can use without thinking which shoe to wear
More information",neutral,0.0
"SEHR GUTER SCHUHPASSFOR
More information",neutral,0.0
"Comfort
More information",positive,0.3612
"Los Adidas Eastrail 2.0 The last Una Opción Destacada Para Los Entusiastas del Senderismo Que Buscan Un Calzado Equilibrado Entre Comodidad, Durabilidad y estilo.A Continuación, seWater estructura robusta y los detalles most materials resistentes transmiten Confianza money infmentarous Terrenos Difícles, Sin Sacrificar El Atractivo Visual.Disponibles en-Varios Colores Neutros Y Discretos, Last ideal money El Campo Como Entornos Urbanos.la Comodidad Es Prolongadas.ESTO EL IMPACTO en LAS Articulaciones, Especalmente The most Terrenos irregulars. Tege ContraRaces Y ampollas, Algo Están Duración.Los Eastrail 2.0 Están Diseñados Parasas Condiciones:- Suela con tracción: La suela de goom Renos Húmedos, Resbaladizoso irregulars, aumentancia al agua: CCión Sólida HacenQue Este Calzado Resista El Desgaste Causado Por Caminatas Frecuentes y Terrenos Difícles.las Adidas Eastrail 2.0 Excel Elección Para Senderistas Principiosi O Que Buscan Un Calzado Confiable y cómodo Parasionosion EXCURSIONS EXCURSIONS EXCURSIONS.Su Diseño Moderno Y Funcional Los Hace Hace Adecuados Tanto Para Actividades Al Aire Libre Como Para El Día A Día.Aunque Tienen Limitaciones en impermeabilidad y peso, ofrecen ununa gran relación Calidad-Precio Dentro de Su Categoría.
More information",positive,0.4215
"Le tenevo sott'occhio da un otimo pzzo (Circa 80 €).Consegna in tempi rapidi come solo solo.amazon può mouse.
More information",neutral,0.0
"Great Product and Very Sturdy.2nd PairWaterproof and Durable in All Types of Conditions.Recommend
More information",positive,0.6249
"I like it a lot
More information",positive,0.3612
"The number 44 is like number 40 and I chose black came to me with a white logo so I don't recommend it badly
More information",positive,0.5049
"The media could not be loaded.




HEPP BEEN WEEARING THESE A MONTH OLER MORE THE PIC.They are perfect.Just like you WentHolding Up Great 👍 HE SAYS They Says They Needs Fit Great, and Have the Support He.Color is Great Too
More information",positive,0.9638
"After A Decade of Being Requirered to Wear Tactical Or Hiking Boots to Work I Decided I Try Something Different Who I Changed CareersThey are very comfortable and treasure.Now, where I first bought them and put them on, they super tight on my foot, to the point I thought the were too Small, but after the success of the insoles had moldedFoot and them fit perfectly Now.I love howler and I love how lightweights.Along with wearing them to work, I've Worn Them on a Church Trip to Two Large Walking Venues and Never Had issues with my feet hurting the day.I Will Definitely Be Keeping Under Armour in Mind The Next Time I Look at Athletic Shoes.
More information",positive,0.9844
"Fake trend
More information",negative,-0.4767
"He Comprado Una Talla 44 Siguendo La Guía Y Dejando 0.5 CMS Margen Vienno En Los Comentarios Que Tallaba Pequeño Cuando en Realidad 43 Y today Y Así Me Quedaban Pequeñas, Hubiera NeceSitado ientación tanIncorrecta.Por lo menos hay que Sumarle 1.5 a la talla que te la guía.
More information",neutral,0.0
"TENGO UN 43 1/2 CON ADİDAS Y 44 CON CSİAS TODAS LAS ZAPATİLLAS Deportivas, Compre Ununa Talla 44 Y SE MEEDA SUPRETADO NO PUEDO MOVER LOS DEDOS
More information",negative,-0.4466
"I liked it very much and I bought it for sports.
More information",positive,0.4215
"Very good, quality and beautiful than I expected
More information",positive,0.796
"I bought 16, some of them have red stains and it doesn't come out.There are places behind some of the deformed places.The pieces do not sit exactly, but this is not enough to disturb.
More information",positive,0.438
"I bought 2 - to see the quality and get more.There was something like a loser stain on one of what they sent.However, it is not bad when compared to the wage.I returned it because I wanted a little more Premier.
More information",neutral,0.2382
"One of the most affordable counterparts on the market.I definitely recommend
More information",positive,0.6369
"It smells so bad
More information",negative,-0.6696
"The first time it was very smelly, then it was immediately.Product thickness is ideal and soft.The tile bigness is very nice, I bought 18 pieces.It would be enough if I buy it even 16.
More information",positive,0.7574
"A complete f/p product.The thickness is enough.In the outside frame, there are defects in some places when removing and cutting out of the mold.Tolerate.It smells a little due to its production, but when you wipe it with soapy cloth, it smells in 8-10 days.
More information",neutral,-0.2732
"The product is fully described, I hope it will use it for many years
More information",positive,0.4902
"Very good
More information",positive,0.4927
"It must be in every house and in the earthquake bag.Came with quality and box.Easy and safe to store
More information",positive,0.4404
"I wonder if I can change body
More information",neutral,0.0
"I bought a complete price performance product for 1400₺.As written from the comments, I bought the number 1 large according to my normal shoe number.It made sense, I hope I will be pleased to use it.
More information",positive,0.7269
"The product is comfortable but I always get 44 numbers and 1 finger gap remains in this shoe.
More information",neutral,0.2846
"The price was affordable.Ideal for use in sports
More information",neutral,0.0
"All my sneakers Under Armour and I haven't bought different brands for years.I ordered the number I always worn, but I started a refund before I could use it.It also spreads and takes an ugly image.
More information",negative,-0.7096
"Two sizes came small as they say the pattern 😏
More information",neutral,0.0
"The pattern is too narrow
More information",neutral,0.0
"One or two numbers need to be taken big
More information",neutral,0.0
"Bien Money Inciar A Correr
More information",neutral,0.0
"MUY Cómodo y de Excelente Color
More information",neutral,0.0
"MUY Cómodos Y llegaron A tiempo
More information",neutral,0.0
"Bought these trainers to walk the dog in.Wear Them Everyday, The Are Great Value For Money, Comfortable and Have Lasted Really Well!I’d Buy They Again, they fit perfectly.
More information",positive,0.9501
"Molto Comode e Belle Le Consiglio
More information",neutral,0.0
"Quality material and power setting is very good
More information",positive,0.4927
"Successful
More information",positive,0.5859
"The product offers what it promises.Even though you cannot make the latest levels at the beginning, the latest levels start to come easy over time.The spring quality of the product could have been better.Extra is inadequate with handle plastics, and when combined with the sweat at hand, it has no meaning.
More information",neutral,0.296
"As described.
More information",neutral,0.0
"A product I bought after tendon surgery was very useful to my finger, of course, it gained serious strength in both hands
More information",positive,0.8268
"There is a resistance adjustment in front of you, you can use it hard and softly.
More information",neutral,-0.1027
"If your hands are large, I do not recommend you to take it.There are 3 fingers, your pinky finger is idle.That's why you can't give your entire strength.
More information",neutral,0.2709
"The grip is beautiful.He doesn't slip.The counter could have been better quality.I don't know if the resistance levels reflect the truth.I work weight in the evenings and weekends.Maybe that's why I could easily make 30 repetitions at 60 pounds.A complete f/p product.
More information",positive,0.6486
"Super Pratique
More information",positive,0.5994
"È un atrezzo più Tempo Libero Che Palestra.Un Ottimo Esercizio Che, A Regolazione Legggera, Funge Antistress.Facile da Regolare, Province Material Delle Rotelline Non è è è è è è è è è è è è il masimo, plastichetta fragile ..La tensionione della molla Arriva a kg impercıò, Chi lo deesera, può cimentari in flour Esercizio più impegnativo.Può esere utile per una to you riabilitazione e il recupero di mobility mania mania.Lo Scatto del Conta-Strette Non è Silenzioso, Non Usatelo in Biblioteca;)
More information",neutral,0.0
"DAS PRODUCT IST SOWİT GUT VERARBEITET und Wirkt Auch stable.Der widerstand lässt sich gut regulieren und individuell anpassen.Das Zählwerk ist ein Nettes Gimmick, Das Bei Mir Auch Gut Funktioniert.Für Meine Mittelgroßen Hände Passst es Perfekt.Insbesondere Für Einen Preis von Unter 10 € kann Man Hier Also Nicht Meckern, ich bin Sehr Zufrieden.
More information",neutral,0.0
"The media could not be loaded.




La Entrega Fue MUYA YE Llegó a tiempo.El Producto Me Sorprendó en Cuanto Lo Abrí, Era Más de Li Esperaba.Perfecto Para Calentar Y ejercitar Antabrazos.PUEDES AJUSTAR LA DIFICULTAD.Sick tiene unkinor money saber las repulsions Que Vas Hacieno.Lo Volvería A Comprar.
More information",neutral,0.0
"Pratico, Leggero e Regolable, FA il Suo Per Quello Che Costa.
More information",neutral,0.0
"Mechanism is quite suitable for 8 years of age use and practical at the same time ...
More information",neutral,0.0
,neutral,0.0
,neutral,0.0
"It does not make useful leakage and smell
More information",negative,-0.3412
"Quality
More information",neutral,0.0
"Searching the Matarabaskasin like a flask, I will shift to someone else
More information",positive,0.3612
"We liked the quality, it seems to be easily broken.In addition, the cover of the cover eliminates the risk of leakage.
More information",positive,0.4767
"It deserves the money he receives to the fullest and he has extremely simple and simple appearance and use, I recommend it.
More information",positive,0.3612
"The box has come a little too much crushed, but it seems that there is no problem.But it doesn't always mean it will be delivered without discharge.MEASURE SHOULD BE taken
More information",negative,-0.5526
"I got the product, thank you everyone without any problems.
More information",positive,0.5801
"Zippo preference is the address I always prefer gasoline.Quality and absolutely full to the brim.When I bought it from other places, it had even been full until half.So thank you.He gives his money.
More information",positive,0.3612
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
"Prodotto consigliatissimo in tutto
More information",neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
"I hope it will handle me for a long time.
More information",positive,0.4404
"A very enough weight for the house
More information",neutral,0.0
"Good 9.8 kg but not important
More information",neutral,0.016
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
"Everything is complete and a good and quality product
More information",positive,0.4404
,neutral,0.0
"It was quickly delivered.Suitable for general use, but the bike is not used.
More information",neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
,neutral,0.0
"I didn't have a chance to wear long -term.The base is extremely comfortable and soft.I recommend.I recommend you to order your usual Adidas number.
More information",positive,0.6861
"I bought a comfortable quality gift and appreciated
More information",positive,0.8591
"The shoes are really comfortable.Because the front part is a bit narrow to those who are scanned or those like me.The TR21 model will be more suitable for you.
More information",positive,0.3612
"Están Perrones
More information",neutral,0.0
"Sehr Gute Passform.Qualitative Sehr Gut BearbeitetOptisch Ein Hingucker.Ich Würde Diesen Schuh Noch in Anderen Farb.Variationen Koufen.Das Einzige Was ich Zu Bemängeln Habe ist !!!!!Das der Lieferant Das Packet Einfach im treppenhaus abgestellt line und ist gegangen.Das ist auch nicht das erste Mal Davor Wurde Ein Anderes Packet Einfach Vor Der Haustur Draußen Abgestellt !!!!ZU MEINEM GLUCK LAG ES NOCH VOR DER DER HAUSTÜR ALS ICH VOM EİNKUFEN NACH HAUSE ZURÜCK GEKOMMEN BINE !!!Muss Amazon Was ändern.
More information",negative,-0.5575
